index,url,error
442,http://archive.history.go.kr/image/viewer.do?catalog_id=DCB009_00_00K0016&gid=DCB009_00_00K0016,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
443,http://archive.history.go.kr/image/viewer.do?catalog_id=DCB009_00_00K0017&gid=DCB009_00_00K0017,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
444,http://archive.history.go.kr/image/viewer.do?catalog_id=DCB009_00_00K0018&gid=DCB009_00_00K0018,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
445,http://archive.history.go.kr/image/viewer.do?catalog_id=DCB009_00_00K0019&gid=DCB009_00_00K0019,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
446,http://archive.history.go.kr/image/viewer.do?catalog_id=DCB009_00_00K0020&gid=DCB009_00_00K0020,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
447,http://archive.history.go.kr/image/viewer.do?catalog_id=DCB012_00_00K0000_675&gid=DCB012_00_00K0000,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
448,http://archive.history.go.kr/image/viewer.do?catalog_id=DDC060_01_00K0030_001&gid=DDC060_01_00K0030,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
449,http://archive.history.go.kr/image/viewer.do?catalog_id=DDC060_01_00K0030_002&gid=DDC060_01_00K0030,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
450,http://archive.history.go.kr/image/viewer.do?catalog_id=DDC060_01_00K0030_003&gid=DDC060_01_00K0030,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
451,,invalid or missing URL
452,,invalid or missing URL
453,http://archive.history.go.kr/image/viewer.do?catalog_id=DDC060_01_00K0030_004&gid=DDC060_01_00K0030,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
454,http://archive.history.go.kr/image/viewer.do?catalog_id=DDC060_01_00K0030_005&gid=DDC060_01_00K0030,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
455,http://archive.history.go.kr/image/viewer.do?catalog_id=DDC060_01_00K0030_006&gid=DDC060_01_00K0030,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
456,http://archive.history.go.kr/image/viewer.do?catalog_id=DDG023_04_00K0022&gid=DDG023_04_00K0022,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
457,http://archive.history.go.kr/image/viewer.do?catalog_id=DDG023_04_00K0023&gid=DDG023_04_00K0023,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
458,http://archive.history.go.kr/image/viewer.do?catalog_id=DDG023_04_00K0024&gid=DDG023_04_00K0024,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
459,http://archive.history.go.kr/image/viewer.do?catalog_id=DDG023_04_00K0025&gid=DDG023_04_00K0025,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
460,http://archive.history.go.kr/image/viewer.do?catalog_id=DDG023_04_00K0026&gid=DDG023_04_00K0026,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
461,http://archive.history.go.kr/image/viewer.do?catalog_id=DDG023_04_00K0027&gid=DDG023_04_00K0027,"Alert Text: 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.
Message: unexpected alert open: {Alert text : 요청하신 자료에 대한 원문데이터가 없습니다.
관리자에게 문의하여 주십시오.}
  (Session info: chrome=136.0.7103.114)
Stacktrace:
0   chromedriver                        0x00000001054983e0 cxxbridge1$str$ptr + 2829900
1   chromedriver                        0x00000001054906a8 cxxbridge1$str$ptr + 2797844
2   chromedriver                        0x0000000104fcdfbc cxxbridge1$string$len + 90140
3   chromedriver                        0x0000000105056834 cxxbridge1$string$len + 649364
4   chromedriver                        0x00000001050093f8 cxxbridge1$string$len + 332888
5   chromedriver                        0x000000010545c804 cxxbridge1$str$ptr + 2585200
6   chromedriver                        0x000000010545fad4 cxxbridge1$str$ptr + 2598208
7   chromedriver                        0x000000010543ddd8 cxxbridge1$str$ptr + 2459716
8   chromedriver                        0x000000010546034c cxxbridge1$str$ptr + 2600376
9   chromedriver                        0x000000010542f664 cxxbridge1$str$ptr + 2400464
10  chromedriver                        0x00000001054802b0 cxxbridge1$str$ptr + 2731292
11  chromedriver                        0x000000010548043c cxxbridge1$str$ptr + 2731688
12  chromedriver                        0x00000001054902f4 cxxbridge1$str$ptr + 2796896
13  libsystem_pthread.dylib             0x000000019b436c0c _pthread_start + 136
14  libsystem_pthread.dylib             0x000000019b431b80 thread_start + 8
"
